"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"2.268292682926829","0.0026904749417975024","0.4408602150537635","0.5","8","3","false","Abiotrophia defectiva","15.625","0","8","0","0.9547038327526132","false","0","Abiotrophia defectiva","168","0.3004807692307692"
"2.097560975609756","0.009908866987753295","0.4767441860465116","0.38461538461538464","13","4","false","Actinomyces viscosus","15.076923076923077","0","13","0","0.960801393728223","false","0","Actinomyces viscosus","426","0.24317617866004962"
"2.024390243902439","0.014051342948831487","0.4939759036144578","0.38461538461538464","13","3","false","Haemophilus parainfluenzae","16.846153846153847","0","13","0","0.9634146341463415","false","0","Haemophilus parainfluenzae","600","0.25143513203214696"
"2.3048780487804876","0.009916386924871737","0.4338624338624339","0.2857142857142857","8","3","false","Neisseria sicca","12.25","0","8","0","0.953397212543554","false","0","Neisseria sicca","466","0.2553191489361702"
"2.0853658536585367","0.006051783876450095","0.47953216374269003","0.4222222222222222","10","3","false","Proteus mirabilis","18.5","0","10","0","0.9612369337979094","false","0","Proteus mirabilis","312","0.2875"
"1.7926829268292683","0.055447685084384156","0.5578231292517006","0.2490118577075099","23","3","false","Rothia mucilaginosa","15.608695652173912","0","23","0","0.9716898954703833","false","0","Rothia mucilaginosa","2028","0.20753623188405798"
"1.8780487804878048","0.028880540363200598","0.5324675324675325","0.2857142857142857","21","3","false","Streptococcus parasanguinis","15.380952380952381","0","21","0","0.9686411149825783","false","0","Streptococcus parasanguinis","1270","0.21663313212608987"
"2.0609756097560976","0.04557235794882814","0.48520710059171596","0.3076923076923077","13","3","false","Streptococcus sanguinis","15.461538461538462","0","13","0","0.9621080139372822","false","0","Streptococcus sanguinis","1948","0.2442002442002442"
"1.7804878048780488","0.04733637088444833","0.5616438356164384","0.2753623188405797","24","3","false","Veillonella parvula","16.0","0","24","0","0.9721254355400697","false","0","Veillonella parvula","2024","0.21052631578947367"
"2.073170731707317","0.001087853375856936","0.4823529411764706","0.5714285714285714","8","3","false","Achromobacter xylosoxidans","22.125","0","8","0","0.9616724738675958","false","0","Achromobacter xylosoxidans","86","0.32536764705882354"
"1.7926829268292683","0.07390716395639275","0.5578231292517006","0.20307692307692307","26","3","false","Micrococcus luteus","13.153846153846153","0","26","0","0.9716898954703833","false","0","Micrococcus luteus","2408","0.18418201516793067"
"1.7317073170731707","0.03148535694352866","0.5774647887323944","0.32806324110671936","23","3","false","Propionibacterium acnes","17.08695652173913","0","23","0","0.9738675958188153","false","0","Propionibacterium acnes","1478","0.21304347826086956"
"1.853658536585366","0.031230418082769273","0.5394736842105263","0.23684210526315788","20","3","false","Pseudomonas aeruginosa","15.45","0","20","0","0.9695121951219512","false","0","Pseudomonas aeruginosa","1240","0.21095890410958903"
"1.8414634146341464","0.012931548865418212","0.543046357615894","0.35947712418300654","18","3","false","Serratia marcescens","19.72222222222222","0","18","0","0.9699477351916377","false","0","Serratia marcescens","776","0.25613275613275616"
"1.8658536585365855","0.026366664233218352","0.5359477124183006","0.2924901185770751","23","3","false","Staphylococcus epidermidis","15.91304347826087","0","23","0","0.9690766550522648","false","0","Staphylococcus epidermidis","1130","0.22732919254658385"
"1.8658536585365855","0.026606014557268718","0.5359477124183006","0.2894736842105263","20","3","false","Stenotrophomonas maltophilia","16.4","0","20","0","0.9690766550522648","false","0","Stenotrophomonas maltophilia","1096","0.22465753424657534"
"1.9024390243902438","0.03951232364047528","0.5256410256410257","0.21578947368421053","20","3","false","Acinetobacter baumannii","14.1","0","20","0","0.9677700348432056","false","0","Acinetobacter baumannii","1534","0.20142857142857143"
"2.7560975609756095","0.0","0.36283185840707965","1.0","3","4","false","Acinetobacter johnsonii","14.0","0","3","0","0.9372822299651568","false","0","Acinetobacter johnsonii","0","0.5384615384615384"
"2.182926829268293","0.014359368925579383","0.45810055865921784","0.2948717948717949","13","4","false","Acinetobacter junii","12.923076923076923","0","13","0","0.957752613240418","false","0","Acinetobacter junii","546","0.22939560439560439"
"2.451219512195122","0.0","0.40796019900497515","1.0","4","4","false","Acinetobacter ursingii","19.0","0","4","0","0.948170731707317","false","0","Acinetobacter ursingii","0","0.4318181818181818"
"2.207317073170732","0.0014749886385969978","0.4530386740331491","0.6071428571428571","8","4","false","Brevibacterium casei","17.75","0","8","0","0.9568815331010453","false","0","Brevibacterium casei","80","0.29583333333333334"
"2.0609756097560976","0.004141547497902246","0.48520710059171596","0.44871794871794873","13","3","false","Corynebacterium jeikeium","18.384615384615383","0","13","0","0.9621080139372822","false","0","Corynebacterium jeikeium","248","0.28725961538461536"
"2.073170731707317","0.0030995250023066914","0.4823529411764706","0.25","9","3","false","Corynebacterium kroppenstedtii","18.555555555555557","0","9","0","0.9616724738675958","false","0","Corynebacterium kroppenstedtii","164","0.2769485903814262"
"1.8048780487804879","0.040896328654894204","0.5540540540540541","0.2845849802371542","23","3","false","Enhydrobacter aerosaccus","16.434782608695652","0","23","0","0.9712543554006968","false","0","Enhydrobacter aerosaccus","1644","0.21913043478260869"
"2.1463414634146343","0.006819322882575895","0.4659090909090909","0.4166666666666667","9","3","false","Enterobacter cloacae","16.22222222222222","0","9","0","0.9590592334494773","false","0","Enterobacter cloacae","348","0.2659380692167577"
"1.9146341463414633","0.016849663863815964","0.5222929936305732","0.2867647058823529","17","3","false","Enterococcus faecium","15.941176470588236","0","17","0","0.9673344947735192","false","0","Enterococcus faecium","750","0.22140522875816993"
"1.8414634146341464","0.039578224508618316","0.543046357615894","0.29523809523809524","21","3","false","Escherichia coli","16.047619047619047","0","21","0","0.9699477351916377","false","0","Escherichia coli","1662","0.2191780821917808"
"2.158536585365854","0.005888906796327344","0.46327683615819204","0.26666666666666666","10","4","false","Finegoldia magna","15.4","0","10","0","0.9586236933797909","false","0","Finegoldia magna","258","0.25081967213114753"
"1.7439024390243902","0.04107345821183077","0.5734265734265734","0.27","25","3","false","Klebsiella pneumoniae","16.64","0","25","0","0.9734320557491289","false","0","Klebsiella pneumoniae","1930","0.21333333333333335"
"2.3658536585365852","1.2273772944034595E-4","0.422680412371134","0.8666666666666667","6","4","false","Kocuria rhizophila","17.0","0","6","0","0.9512195121951219","false","0","Kocuria rhizophila","8","0.3469387755102041"
"1.829268292682927","0.02168157972871341","0.5466666666666666","0.23976608187134502","19","3","false","Lactobacillus fermentum","17.57894736842105","0","19","0","0.9703832752613241","false","0","Lactobacillus fermentum","1150","0.22829801777170197"
"1.7682926829268293","0.050650858468219255","0.5655172413793104","0.3142857142857143","21","3","false","Methylobacterium radiotolerans","17.80952380952381","0","21","0","0.9725609756097561","false","0","Methylobacterium radiotolerans","1906","0.22483423749246534"
"2.2560975609756095","7.657590642782673E-4","0.44324324324324327","0.6","6","4","false","Pseudomonas putida","19.0","0","6","0","0.9551393728222995","false","0","Pseudomonas putida","58","0.3392857142857143"
"2.1097560975609757","0.0019173243387597726","0.47398843930635837","0.5454545454545454","11","3","false","Staphylococcus haemolyticus","19.727272727272727","0","11","0","0.9603658536585366","false","0","Staphylococcus haemolyticus","130","0.3181818181818182"
"1.9634146341463414","0.01338316275636706","0.5093167701863354","0.2875816993464052","18","3","false","Corynebacterium resistens","15.5","0","18","0","0.9655923344947734","false","0","Corynebacterium resistens","606","0.23134328358208955"
"2.158536585365854","0.003094251105623778","0.46327683615819204","0.5277777777777778","9","4","false","Stutzerimonas stutzeri","16.88888888888889","0","9","0","0.9586236933797909","false","0","Stutzerimonas stutzeri","166","0.2724014336917563"
"2.3780487804878048","5.17606847922879E-4","0.4205128205128205","0.3333333333333333","4","3","false","Sphingobium yanoikuyae","19.25","0","4","0","0.9507839721254355","false","0","Sphingobium yanoikuyae","38","0.4095744680851064"
"2.0365853658536586","0.012370111599039193","0.49101796407185627","0.36666666666666664","16","4","false","Staphylococcus hominis","15.6875","0","16","0","0.962979094076655","false","0","Staphylococcus hominis","540","0.24134615384615385"
